17:30:39 [Skill] INFO  Skill:137 - Connecting to Furhat server on 0.0.0.0:1932
17:31:18 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:18 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:18 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:18 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:19 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:19 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:19 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:19 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:20 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:20 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:20 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:20 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:21 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:21 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:21 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:21 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:22 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:22 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:22 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:22 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:23 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:23 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:23 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:23 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:24 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:24 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:24 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
17:31:24 [Chatgpt_furhatSkill] INFO  ChatGPT_furhat: 62 - User is happy
