11:35:03 [Skill] INFO  Skill:137 - Connecting to Furhat server on 0.0.0.0:1932
11:35:09 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:09 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:09 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:09 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:09 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:09 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:10 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:11 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:12 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:13 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:14 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:15 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:16 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:17 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:18 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:19 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:20 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
11:35:20 [Skill] WARN  BrokerClient: 82 - Connection refused (Connection refused) (is the server running and reachable?)
